profile_id,first_name,last_name,gender,ethnicity,name_ID,provider,model,total_tokens,num_nouns,num_verbs,num_adjectives,num_adverbs,num_pronouns,num_numerals,num_other,nouns_per_1k,verbs_per_1k,adjectives_per_1k,adverbs_per_1k,pronouns_per_1k,numerals_per_1k,other_per_1k
778,Britta,Kern,female,german,7,openai,gpt-4o-mini,166,55,5,13,5,2,12,74,331.3253012048193,30.120481927710845,78.3132530120482,30.120481927710845,12.048192771084338,72.28915662650603,445.7831325301205
930,Britta,Kern,female,german,7,openai,gpt-4o-mini,253,81,4,22,3,5,6,132,320.1581027667984,15.810276679841897,86.95652173913044,11.857707509881422,19.76284584980237,23.715415019762844,521.7391304347826
1416,Cansu,Turan,female,turkish,25,openai,gpt-4o-mini,201,70,5,12,5,5,16,88,348.2587064676617,24.87562189054726,59.70149253731343,24.87562189054726,24.87562189054726,79.60199004975124,437.8109452736318
1485,Cansu,Turan,female,turkish,25,openai,gpt-4o-mini,231,83,7,12,3,5,10,111,359.3073593073593,30.303030303030305,51.94805194805195,12.987012987012987,21.645021645021643,43.290043290043286,480.5194805194805
1665,Cansu,Turan,female,turkish,25,openai,gpt-4o-mini,207,71,5,23,3,3,6,96,342.9951690821256,24.154589371980677,111.11111111111111,14.492753623188406,14.492753623188406,28.985507246376812,463.768115942029
1737,Cansu,Turan,female,turkish,25,openai,gpt-4o-mini,211,62,7,15,6,4,14,103,293.8388625592417,33.175355450236964,71.09004739336493,28.436018957345972,18.95734597156398,66.35071090047393,488.1516587677725
176,Cansu,Turan,female,turkish,25,openai,gpt-4o-mini,256,77,6,19,3,7,15,129,300.78125,23.4375,74.21875,11.71875,27.34375,58.59375,503.90625
1871,Cansu,Turan,female,turkish,25,openai,gpt-4o-mini,250,84,6,13,8,8,11,120,336.0,24.0,52.0,32.0,32.0,44.0,480.0
1885,Cansu,Turan,female,turkish,25,openai,gpt-4o-mini,227,79,4,17,4,3,5,115,348.0176211453744,17.621145374449338,74.88986784140968,17.621145374449338,13.215859030837002,22.026431718061673,506.60792951541845
201,Cansu,Turan,female,turkish,25,openai,gpt-4o-mini,223,88,7,27,3,5,7,86,394.6188340807175,31.39013452914798,121.07623318385649,13.452914798206276,22.42152466367713,31.39013452914798,385.6502242152466
